Date,Hour,Song Name
2024-03-22,10,Levitating - Dua Lipa
2024-03-22,10,Rolling in the Deep - Adele
2024-03-22,10,Drivers License - Olivia Rodrigo
2024-03-22,10,Sinking Feeling - Weyes Blood
2024-03-22,10,Mr. Brightside - The Killers
2024-03-22,10,Roslyn - Bon Iver & St. Vincent
2024-03-22,10,Bad Guy - Billie Eilish
2024-03-22,10,Shape of You - Ed Sheeran
2024-03-22,11,Angel - The 1975
2024-03-22,11,The Less I Know the Better - Tame Impala
2024-03-22,11,Blinding Lights - The Weeknd
2024-03-22,11,Seventeen Going Under - Sam Fender
2024-03-22,11,Drivers License - Olivia Rodrigo
2024-03-22,11,Bad Guy - Billie Eilish
2024-03-22,11,Kyoto - Phoebe Bridgers
2024-03-22,11,Bad Guy - Billie Eilish
2024-03-22,12,Mr. Brightside - The Killers
2024-03-22,12,Roslyn - Bon Iver & St. Vincent
2024-03-22,12,Bohemian Rhapsody - Queen
2024-03-22,13,Bohemian Rhapsody - Queen
2024-03-22,13,Mr. Brightside - The Killers
2024-03-22,13,Happier Than Ever - Billie Eilish
2024-03-22,13,Roslyn - Bon Iver & St. Vincent
2024-03-22,13,Mr. Brightside - The Killers
2024-03-22,13,Angel - The 1975
2024-03-22,13,Peaches - Justin Bieber
2024-03-22,14,First Love / Late Spring - Mitski
2024-03-22,14,Drivers License - Olivia Rodrigo
2024-03-22,14,Sinking Feeling - Weyes Blood
2024-03-22,14,Happier Than Ever - Billie Eilish
2024-03-22,14,Levitating - Dua Lipa
2024-03-22,14,Drivers License - Olivia Rodrigo
2024-03-22,15,Happier Than Ever - Billie Eilish
2024-03-22,15,First Love / Late Spring - Mitski
2024-03-22,15,Rolling in the Deep - Adele
2024-03-22,15,Mr. Brightside - The Killers
2024-03-22,16,Happier Than Ever - Billie Eilish
2024-03-22,16,Levitating - Dua Lipa
2024-03-22,16,Sinking Feeling - Weyes Blood
2024-03-22,16,Bad Guy - Billie Eilish
2024-03-22,16,Bohemian Rhapsody - Queen
2024-03-22,17,Levitating - Dua Lipa
2024-03-22,17,Happier Than Ever - Billie Eilish
2024-03-22,18,Motion Sickness - Phoebe Bridgers
2024-03-22,19,Mr. Brightside - The Killers
2024-03-22,19,Motion Sickness - Phoebe Bridgers
2024-03-22,19,Sinking Feeling - Weyes Blood
2024-03-22,20,Happier Than Ever - Billie Eilish
2024-03-22,20,Retrograde - James Blake
2024-03-22,20,The Less I Know the Better - Tame Impala
2024-03-22,21,Bohemian Rhapsody - Queen
2024-03-22,21,Blinding Lights - The Weeknd
2024-03-22,21,Bad Guy - Billie Eilish
2024-03-22,21,Happier Than Ever - Billie Eilish
2024-03-22,22,Bad Guy - Billie Eilish
2024-03-22,22,Roslyn - Bon Iver & St. Vincent
2024-03-22,22,First Love / Late Spring - Mitski
2024-03-22,22,Drivers License - Olivia Rodrigo
2024-03-22,23,Angel - The 1975
2024-03-22,23,Shape of You - Ed Sheeran
2024-03-22,23,Seventeen Going Under - Sam Fender
2024-03-23,0,Sinking Feeling - Weyes Blood
2024-03-23,0,Peaches - Justin Bieber
2024-03-23,0,Angel - The 1975
2024-03-23,0,Roslyn - Bon Iver & St. Vincent
2024-03-23,1,Shape of You - Ed Sheeran
2024-03-23,1,Rolling in the Deep - Adele
2024-03-23,1,Bad Guy - Billie Eilish
2024-03-23,2,Levitating - Dua Lipa
2024-03-23,2,Angel - The 1975
2024-03-23,2,Drivers License - Olivia Rodrigo
2024-03-23,2,Motion Sickness - Phoebe Bridgers
2024-03-23,3,Motion Sickness - Phoebe Bridgers
2024-03-23,3,Drivers License - Olivia Rodrigo
2024-03-23,3,Seventeen Going Under - Sam Fender
2024-03-23,3,Sinking Feeling - Weyes Blood
2024-03-23,4,Motion Sickness - Phoebe Bridgers
2024-03-23,4,Bohemian Rhapsody - Queen
2024-03-23,4,Angel - The 1975
2024-03-23,4,Kyoto - Phoebe Bridgers
2024-03-23,4,The Less I Know the Better - Tame Impala
2024-03-23,5,Levitating - Dua Lipa
2024-03-23,5,First Love / Late Spring - Mitski
2024-03-23,5,Peaches - Justin Bieber
2024-03-23,5,Blinding Lights - The Weeknd
2024-03-23,5,Bad Guy - Billie Eilish
2024-03-23,5,Bad Guy - Billie Eilish
2024-03-23,5,The Less I Know the Better - Tame Impala
2024-03-23,5,Kyoto - Phoebe Bridgers
2024-03-23,5,First Love / Late Spring - Mitski
2024-03-23,5,Levitating - Dua Lipa
2024-03-23,6,Shape of You - Ed Sheeran
2024-03-23,6,Blinding Lights - The Weeknd
2024-03-23,6,Roslyn - Bon Iver & St. Vincent
2024-03-23,6,Angel - The 1975
2024-03-23,7,Bad Guy - Billie Eilish
2024-03-23,7,Happier Than Ever - Billie Eilish
2024-03-23,7,Sinking Feeling - Weyes Blood
2024-03-23,7,Peaches - Justin Bieber
2024-03-23,7,Shape of You - Ed Sheeran
2024-03-23,7,Bad Guy - Billie Eilish
2024-03-23,7,Peaches - Justin Bieber
2024-03-23,8,Retrograde - James Blake
2024-03-23,8,First Love / Late Spring - Mitski
2024-03-23,9,The Less I Know the Better - Tame Impala
2024-03-23,9,Retrograde - James Blake
2024-03-23,9,Retrograde - James Blake
2024-03-23,10,Roslyn - Bon Iver & St. Vincent
2024-03-23,10,Somebody That I Used to Know - Gotye
2024-03-23,10,Roslyn - Bon Iver & St. Vincent
2024-03-23,10,Mr. Brightside - The Killers
2024-03-23,10,Rolling in the Deep - Adele
2024-03-23,10,Levitating - Dua Lipa
2024-03-23,11,Retrograde - James Blake
2024-03-23,11,Shape of You - Ed Sheeran
2024-03-23,11,The Less I Know the Better - Tame Impala
2024-03-23,11,Happier Than Ever - Billie Eilish
2024-03-23,11,Mr. Brightside - The Killers
2024-03-23,11,Drivers License - Olivia Rodrigo
2024-03-23,12,Drivers License - Olivia Rodrigo
2024-03-23,12,Bad Guy - Billie Eilish
2024-03-23,12,Happier Than Ever - Billie Eilish
2024-03-23,12,Peaches - Justin Bieber
2024-03-23,12,Bohemian Rhapsody - Queen
2024-03-23,12,Bohemian Rhapsody - Queen
2024-03-23,12,Levitating - Dua Lipa
2024-03-23,13,The Less I Know the Better - Tame Impala
2024-03-23,13,Bad Guy - Billie Eilish
2024-03-23,13,Happier Than Ever - Billie Eilish
2024-03-23,13,Angel - The 1975
2024-03-23,13,Sinking Feeling - Weyes Blood
2024-03-23,13,Sinking Feeling - Weyes Blood
2024-03-23,13,Retrograde - James Blake
2024-03-23,14,Roslyn - Bon Iver & St. Vincent
2024-03-23,14,First Love / Late Spring - Mitski
2024-03-23,14,Sinking Feeling - Weyes Blood
2024-03-23,14,First Love / Late Spring - Mitski
2024-03-23,14,Blinding Lights - The Weeknd
2024-03-23,15,Retrograde - James Blake
2024-03-23,15,Blinding Lights - The Weeknd
2024-03-23,15,Levitating - Dua Lipa
2024-03-23,16,Motion Sickness - Phoebe Bridgers
2024-03-23,16,Bad Guy - Billie Eilish
2024-03-23,16,Angel - The 1975
2024-03-23,16,Roslyn - Bon Iver & St. Vincent
2024-03-23,16,Drivers License - Olivia Rodrigo
2024-03-23,16,Levitating - Dua Lipa
2024-03-23,17,Retrograde - James Blake
2024-03-23,17,The Less I Know the Better - Tame Impala
2024-03-23,17,Mr. Brightside - The Killers
2024-03-23,17,Blinding Lights - The Weeknd
2024-03-23,17,Motion Sickness - Phoebe Bridgers
2024-03-23,17,Sinking Feeling - Weyes Blood
2024-03-23,17,Bohemian Rhapsody - Queen
2024-03-23,17,Bad Guy - Billie Eilish
2024-03-23,18,First Love / Late Spring - Mitski
2024-03-23,18,Peaches - Justin Bieber
2024-03-23,19,Levitating - Dua Lipa
2024-03-23,19,Rolling in the Deep - Adele
2024-03-23,19,First Love / Late Spring - Mitski
2024-03-23,19,Seventeen Going Under - Sam Fender
2024-03-23,19,First Love / Late Spring - Mitski
2024-03-23,19,Seventeen Going Under - Sam Fender
2024-03-23,19,Roslyn - Bon Iver & St. Vincent
2024-03-23,19,Seventeen Going Under - Sam Fender
2024-03-23,19,Levitating - Dua Lipa
2024-03-23,19,Bohemian Rhapsody - Queen
2024-03-23,20,Bohemian Rhapsody - Queen
2024-03-23,20,Bad Guy - Billie Eilish
2024-03-23,20,Drivers License - Olivia Rodrigo
2024-03-23,21,Blinding Lights - The Weeknd
2024-03-23,21,Drivers License - Olivia Rodrigo
2024-03-23,21,Somebody That I Used to Know - Gotye
2024-03-23,21,Somebody That I Used to Know - Gotye
2024-03-23,21,Shape of You - Ed Sheeran
2024-03-23,21,Blinding Lights - The Weeknd
2024-03-23,22,The Less I Know the Better - Tame Impala
2024-03-23,22,Angel - The 1975
2024-03-23,22,Bad Guy - Billie Eilish
2024-03-23,22,Mr. Brightside - The Killers
2024-03-23,23,Roslyn - Bon Iver & St. Vincent
2024-03-23,23,Levitating - Dua Lipa
2024-03-23,23,Angel - The 1975
2024-03-23,23,Sinking Feeling - Weyes Blood
2024-03-24,0,Rolling in the Deep - Adele
2024-03-24,0,Mr. Brightside - The Killers
2024-03-24,0,Bad Guy - Billie Eilish
2024-03-24,0,Peaches - Justin Bieber
2024-03-24,0,Blinding Lights - The Weeknd
2024-03-24,0,Roslyn - Bon Iver & St. Vincent
2024-03-24,0,Somebody That I Used to Know - Gotye
2024-03-24,1,Peaches - Justin Bieber
2024-03-24,1,Roslyn - Bon Iver & St. Vincent
2024-03-24,1,Mr. Brightside - The Killers
2024-03-24,1,Shape of You - Ed Sheeran
2024-03-24,2,The Less I Know the Better - Tame Impala
2024-03-24,2,Drivers License - Olivia Rodrigo
2024-03-24,2,Rolling in the Deep - Adele
2024-03-24,2,First Love / Late Spring - Mitski
2024-03-24,2,Bad Guy - Billie Eilish
2024-03-24,2,Rolling in the Deep - Adele
2024-03-24,3,Sinking Feeling - Weyes Blood
2024-03-24,3,First Love / Late Spring - Mitski
2024-03-24,3,Peaches - Justin Bieber
2024-03-24,3,Angel - The 1975
2024-03-24,3,Sinking Feeling - Weyes Blood
2024-03-24,4,Shape of You - Ed Sheeran
2024-03-24,4,Motion Sickness - Phoebe Bridgers
2024-03-24,4,Retrograde - James Blake
2024-03-24,4,Bohemian Rhapsody - Queen
2024-03-24,5,First Love / Late Spring - Mitski
2024-03-24,5,Shape of You - Ed Sheeran
2024-03-24,5,Motion Sickness - Phoebe Bridgers
2024-03-24,5,Kyoto - Phoebe Bridgers
2024-03-24,5,Retrograde - James Blake
2024-03-24,5,Motion Sickness - Phoebe Bridgers
2024-03-24,6,Somebody That I Used to Know - Gotye
2024-03-24,6,First Love / Late Spring - Mitski
2024-03-24,6,Bohemian Rhapsody - Queen
2024-03-24,7,Peaches - Justin Bieber
2024-03-24,8,The Less I Know the Better - Tame Impala
2024-03-24,8,Happier Than Ever - Billie Eilish
2024-03-24,8,First Love / Late Spring - Mitski
2024-03-24,8,Shape of You - Ed Sheeran
2024-03-24,8,The Less I Know the Better - Tame Impala
2024-03-24,8,Levitating - Dua Lipa
2024-03-24,8,Shape of You - Ed Sheeran
2024-03-24,8,Blinding Lights - The Weeknd
2024-03-24,9,Seventeen Going Under - Sam Fender
2024-03-24,9,Somebody That I Used to Know - Gotye
2024-03-24,9,Retrograde - James Blake
2024-03-24,9,Levitating - Dua Lipa
2024-03-24,9,Roslyn - Bon Iver & St. Vincent
2024-03-24,9,Bad Guy - Billie Eilish
2024-03-24,9,Kyoto - Phoebe Bridgers
2024-03-24,9,Kyoto - Phoebe Bridgers
2024-03-24,10,Retrograde - James Blake
2024-03-24,10,Sinking Feeling - Weyes Blood
2024-03-24,10,Seventeen Going Under - Sam Fender
2024-03-24,11,Bad Guy - Billie Eilish
2024-03-24,11,Levitating - Dua Lipa
2024-03-24,11,Angel - The 1975
2024-03-24,11,Angel - The 1975
2024-03-24,11,Kyoto - Phoebe Bridgers
2024-03-24,11,Motion Sickness - Phoebe Bridgers
2024-03-24,12,Motion Sickness - Phoebe Bridgers
2024-03-24,12,Motion Sickness - Phoebe Bridgers
2024-03-24,12,Happier Than Ever - Billie Eilish
2024-03-24,12,Roslyn - Bon Iver & St. Vincent
2024-03-24,13,Rolling in the Deep - Adele
2024-03-24,13,Motion Sickness - Phoebe Bridgers
2024-03-24,13,Somebody That I Used to Know - Gotye
2024-03-24,13,The Less I Know the Better - Tame Impala
2024-03-24,13,Roslyn - Bon Iver & St. Vincent
2024-03-24,13,Happier Than Ever - Billie Eilish
2024-03-24,14,Sinking Feeling - Weyes Blood
2024-03-24,14,Drivers License - Olivia Rodrigo
2024-03-24,14,Angel - The 1975
2024-03-24,14,Levitating - Dua Lipa
2024-03-24,14,Mr. Brightside - The Killers
2024-03-24,14,Bohemian Rhapsody - Queen
2024-03-24,15,Mr. Brightside - The Killers
2024-03-24,15,Shape of You - Ed Sheeran
2024-03-24,15,Blinding Lights - The Weeknd
2024-03-24,16,Seventeen Going Under - Sam Fender
2024-03-24,16,Mr. Brightside - The Killers
2024-03-24,16,The Less I Know the Better - Tame Impala
2024-03-24,16,Shape of You - Ed Sheeran
2024-03-24,17,Sinking Feeling - Weyes Blood
2024-03-24,17,Bohemian Rhapsody - Queen
2024-03-24,18,Mr. Brightside - The Killers
2024-03-24,18,Seventeen Going Under - Sam Fender
2024-03-24,18,Motion Sickness - Phoebe Bridgers
2024-03-24,18,Seventeen Going Under - Sam Fender
2024-03-24,18,Rolling in the Deep - Adele
2024-03-24,18,First Love / Late Spring - Mitski
2024-03-24,18,Motion Sickness - Phoebe Bridgers
2024-03-24,19,The Less I Know the Better - Tame Impala
2024-03-24,19,Mr. Brightside - The Killers
2024-03-24,19,Peaches - Justin Bieber
2024-03-24,20,Mr. Brightside - The Killers
2024-03-24,20,Drivers License - Olivia Rodrigo
2024-03-24,20,First Love / Late Spring - Mitski
2024-03-24,21,Motion Sickness - Phoebe Bridgers
2024-03-24,21,Drivers License - Olivia Rodrigo
2024-03-24,21,Mr. Brightside - The Killers
2024-03-24,22,Angel - The 1975
2024-03-24,22,Rolling in the Deep - Adele
2024-03-24,22,Shape of You - Ed Sheeran
2024-03-24,22,Blinding Lights - The Weeknd
2024-03-24,23,Mr. Brightside - The Killers
2024-03-24,23,Shape of You - Ed Sheeran
2024-03-24,23,Rolling in the Deep - Adele
2024-03-24,23,Roslyn - Bon Iver & St. Vincent
2024-03-24,23,Roslyn - Bon Iver & St. Vincent
2024-03-24,23,Happier Than Ever - Billie Eilish
2024-03-24,23,Kyoto - Phoebe Bridgers
2024-03-24,23,Shape of You - Ed Sheeran
2024-03-24,23,Bad Guy - Billie Eilish
2024-03-25,0,Angel - The 1975
2024-03-25,0,Bohemian Rhapsody - Queen
2024-03-25,0,Sinking Feeling - Weyes Blood
2024-03-25,0,Peaches - Justin Bieber
2024-03-25,0,Roslyn - Bon Iver & St. Vincent
2024-03-25,0,Motion Sickness - Phoebe Bridgers
2024-03-25,1,Kyoto - Phoebe Bridgers
2024-03-25,1,Levitating - Dua Lipa
2024-03-25,1,Rolling in the Deep - Adele
2024-03-25,1,Bohemian Rhapsody - Queen
2024-03-25,2,Happier Than Ever - Billie Eilish
2024-03-25,2,Motion Sickness - Phoebe Bridgers
2024-03-25,2,Somebody That I Used to Know - Gotye
2024-03-25,2,Happier Than Ever - Billie Eilish
2024-03-25,3,Bad Guy - Billie Eilish
2024-03-25,3,The Less I Know the Better - Tame Impala
2024-03-25,3,Seventeen Going Under - Sam Fender
2024-03-25,3,Somebody That I Used to Know - Gotye
2024-03-25,3,Motion Sickness - Phoebe Bridgers
2024-03-25,3,Blinding Lights - The Weeknd
2024-03-25,3,Roslyn - Bon Iver & St. Vincent
2024-03-25,4,Seventeen Going Under - Sam Fender
2024-03-25,4,Peaches - Justin Bieber
2024-03-25,4,The Less I Know the Better - Tame Impala
2024-03-25,5,Angel - The 1975
2024-03-25,5,Levitating - Dua Lipa
2024-03-25,5,Rolling in the Deep - Adele
2024-03-25,6,Rolling in the Deep - Adele
2024-03-25,6,Kyoto - Phoebe Bridgers
2024-03-25,6,Mr. Brightside - The Killers
2024-03-25,6,The Less I Know the Better - Tame Impala
2024-03-25,6,The Less I Know the Better - Tame Impala
2024-03-25,7,Seventeen Going Under - Sam Fender
2024-03-25,7,Sinking Feeling - Weyes Blood
2024-03-25,8,The Less I Know the Better - Tame Impala
2024-03-25,8,Rolling in the Deep - Adele
2024-03-25,8,The Less I Know the Better - Tame Impala
2024-03-25,8,The Less I Know the Better - Tame Impala
2024-03-25,9,Mr. Brightside - The Killers
2024-03-25,9,Happier Than Ever - Billie Eilish
2024-03-25,9,Peaches - Justin Bieber
2024-03-25,9,Bad Guy - Billie Eilish
2024-03-25,10,Levitating - Dua Lipa
2024-03-25,10,Peaches - Justin Bieber
2024-03-25,11,Drivers License - Olivia Rodrigo
2024-03-25,11,Seventeen Going Under - Sam Fender
2024-03-25,11,First Love / Late Spring - Mitski
2024-03-25,11,Shape of You - Ed Sheeran
2024-03-25,11,Rolling in the Deep - Adele
2024-03-25,12,Motion Sickness - Phoebe Bridgers
2024-03-25,12,Happier Than Ever - Billie Eilish
2024-03-25,12,Retrograde - James Blake
2024-03-25,12,Seventeen Going Under - Sam Fender
2024-03-25,12,Bohemian Rhapsody - Queen
2024-03-25,12,Mr. Brightside - The Killers
2024-03-25,13,Mr. Brightside - The Killers
2024-03-25,13,Peaches - Justin Bieber
2024-03-25,13,Happier Than Ever - Billie Eilish
2024-03-25,13,Mr. Brightside - The Killers
2024-03-25,13,First Love / Late Spring - Mitski
2024-03-25,13,Kyoto - Phoebe Bridgers
2024-03-25,13,Seventeen Going Under - Sam Fender
2024-03-25,13,Blinding Lights - The Weeknd
2024-03-25,14,Motion Sickness - Phoebe Bridgers
2024-03-25,14,Rolling in the Deep - Adele
2024-03-25,14,Retrograde - James Blake
2024-03-25,14,The Less I Know the Better - Tame Impala
2024-03-25,15,Motion Sickness - Phoebe Bridgers
2024-03-25,15,Retrograde - James Blake
2024-03-25,15,Seventeen Going Under - Sam Fender
2024-03-25,15,Peaches - Justin Bieber
2024-03-25,15,Levitating - Dua Lipa
2024-03-25,15,First Love / Late Spring - Mitski
2024-03-25,15,Rolling in the Deep - Adele
2024-03-25,15,First Love / Late Spring - Mitski
2024-03-25,15,Mr. Brightside - The Killers
2024-03-25,16,Kyoto - Phoebe Bridgers
2024-03-25,16,Rolling in the Deep - Adele
2024-03-25,16,Bohemian Rhapsody - Queen
2024-03-25,16,Drivers License - Olivia Rodrigo
2024-03-25,16,Shape of You - Ed Sheeran
2024-03-25,17,Seventeen Going Under - Sam Fender
2024-03-25,17,Kyoto - Phoebe Bridgers
2024-03-25,17,Seventeen Going Under - Sam Fender
2024-03-25,17,Peaches - Justin Bieber
2024-03-25,17,Bad Guy - Billie Eilish
2024-03-25,17,Angel - The 1975
2024-03-25,17,Happier Than Ever - Billie Eilish
2024-03-25,17,Happier Than Ever - Billie Eilish
2024-03-25,17,Levitating - Dua Lipa
2024-03-25,17,The Less I Know the Better - Tame Impala
2024-03-25,18,Peaches - Justin Bieber
2024-03-25,18,Angel - The 1975
2024-03-25,18,Retrograde - James Blake
2024-03-25,18,Shape of You - Ed Sheeran
2024-03-25,18,Somebody That I Used to Know - Gotye
2024-03-25,18,Bohemian Rhapsody - Queen
2024-03-25,18,Bohemian Rhapsody - Queen
2024-03-25,18,Angel - The 1975
2024-03-25,19,Peaches - Justin Bieber
2024-03-25,19,Retrograde - James Blake
2024-03-25,19,Retrograde - James Blake
2024-03-25,19,Blinding Lights - The Weeknd
2024-03-25,19,Bohemian Rhapsody - Queen
2024-03-25,19,First Love / Late Spring - Mitski
2024-03-25,19,Sinking Feeling - Weyes Blood
2024-03-25,20,Bohemian Rhapsody - Queen
2024-03-25,20,The Less I Know the Better - Tame Impala
2024-03-25,20,First Love / Late Spring - Mitski
2024-03-25,20,Retrograde - James Blake
2024-03-25,21,Bohemian Rhapsody - Queen
2024-03-25,21,Angel - The 1975
2024-03-25,21,The Less I Know the Better - Tame Impala
2024-03-25,21,Rolling in the Deep - Adele
2024-03-25,21,First Love / Late Spring - Mitski
2024-03-25,22,Levitating - Dua Lipa
2024-03-25,22,Blinding Lights - The Weeknd
2024-03-25,22,Sinking Feeling - Weyes Blood
2024-03-25,22,Motion Sickness - Phoebe Bridgers
2024-03-25,22,Rolling in the Deep - Adele
2024-03-25,22,Kyoto - Phoebe Bridgers
2024-03-25,22,Levitating - Dua Lipa
2024-03-25,22,Sinking Feeling - Weyes Blood
2024-03-25,23,Angel - The 1975
2024-03-25,23,Peaches - Justin Bieber
2024-03-25,23,Bohemian Rhapsody - Queen
2024-03-25,23,Shape of You - Ed Sheeran
2024-03-25,23,Sinking Feeling - Weyes Blood
2024-03-25,23,Angel - The 1975
2024-03-25,23,First Love / Late Spring - Mitski
2024-03-26,0,Seventeen Going Under - Sam Fender
2024-03-26,0,Retrograde - James Blake
2024-03-26,0,Kyoto - Phoebe Bridgers
2024-03-26,0,Drivers License - Olivia Rodrigo
2024-03-26,0,Sinking Feeling - Weyes Blood
2024-03-26,0,Shape of You - Ed Sheeran
2024-03-26,1,Rolling in the Deep - Adele
2024-03-26,1,Sinking Feeling - Weyes Blood
2024-03-26,1,Kyoto - Phoebe Bridgers
2024-03-26,1,The Less I Know the Better - Tame Impala
2024-03-26,1,Seventeen Going Under - Sam Fender
2024-03-26,1,Retrograde - James Blake
2024-03-26,1,Happier Than Ever - Billie Eilish
2024-03-26,1,Bohemian Rhapsody - Queen
2024-03-26,2,Seventeen Going Under - Sam Fender
2024-03-26,2,Kyoto - Phoebe Bridgers
2024-03-26,2,Happier Than Ever - Billie Eilish
2024-03-26,2,Motion Sickness - Phoebe Bridgers
2024-03-26,2,Rolling in the Deep - Adele
2024-03-26,2,The Less I Know the Better - Tame Impala
2024-03-26,2,Somebody That I Used to Know - Gotye
2024-03-26,3,Motion Sickness - Phoebe Bridgers
2024-03-26,3,Blinding Lights - The Weeknd
2024-03-26,3,Peaches - Justin Bieber
2024-03-26,3,Shape of You - Ed Sheeran
2024-03-26,3,Angel - The 1975
2024-03-26,3,Blinding Lights - The Weeknd
2024-03-26,3,Kyoto - Phoebe Bridgers
2024-03-26,4,Somebody That I Used to Know - Gotye
2024-03-26,4,Bohemian Rhapsody - Queen
2024-03-26,4,Mr. Brightside - The Killers
2024-03-26,4,Peaches - Justin Bieber
2024-03-26,4,Drivers License - Olivia Rodrigo
2024-03-26,4,Blinding Lights - The Weeknd
2024-03-26,5,Motion Sickness - Phoebe Bridgers
2024-03-26,5,Drivers License - Olivia Rodrigo
2024-03-26,5,The Less I Know the Better - Tame Impala
2024-03-26,5,Motion Sickness - Phoebe Bridgers
2024-03-26,5,Shape of You - Ed Sheeran
2024-03-26,6,Bad Guy - Billie Eilish
2024-03-26,6,First Love / Late Spring - Mitski
2024-03-26,6,Roslyn - Bon Iver & St. Vincent
2024-03-26,6,Motion Sickness - Phoebe Bridgers
2024-03-26,6,Mr. Brightside - The Killers
2024-03-26,7,Seventeen Going Under - Sam Fender
2024-03-26,7,Bohemian Rhapsody - Queen
2024-03-26,7,Peaches - Justin Bieber
2024-03-26,7,Shape of You - Ed Sheeran
2024-03-26,8,Seventeen Going Under - Sam Fender
2024-03-26,8,Bohemian Rhapsody - Queen
2024-03-26,8,Sinking Feeling - Weyes Blood
2024-03-26,8,Rolling in the Deep - Adele
2024-03-26,8,Roslyn - Bon Iver & St. Vincent
2024-03-26,8,The Less I Know the Better - Tame Impala
2024-03-26,8,Kyoto - Phoebe Bridgers
2024-03-26,8,First Love / Late Spring - Mitski
2024-03-26,9,Happier Than Ever - Billie Eilish
2024-03-26,9,Bohemian Rhapsody - Queen
2024-03-26,9,Bohemian Rhapsody - Queen
2024-03-26,9,Happier Than Ever - Billie Eilish
2024-03-26,9,Somebody That I Used to Know - Gotye
2024-03-26,10,Happier Than Ever - Billie Eilish
2024-03-26,10,Angel - The 1975
2024-03-26,10,First Love / Late Spring - Mitski
2024-03-26,11,Rolling in the Deep - Adele
2024-03-26,12,Roslyn - Bon Iver & St. Vincent
2024-03-26,12,Retrograde - James Blake
2024-03-26,12,Seventeen Going Under - Sam Fender
2024-03-26,12,Happier Than Ever - Billie Eilish
2024-03-26,12,Happier Than Ever - Billie Eilish
2024-03-26,13,Angel - The 1975
2024-03-26,13,Retrograde - James Blake
2024-03-26,13,First Love / Late Spring - Mitski
2024-03-26,13,Kyoto - Phoebe Bridgers
2024-03-26,13,Angel - The 1975
2024-03-26,13,Happier Than Ever - Billie Eilish
2024-03-26,13,First Love / Late Spring - Mitski
2024-03-26,13,Drivers License - Olivia Rodrigo
2024-03-26,14,Peaches - Justin Bieber
2024-03-26,14,Kyoto - Phoebe Bridgers
2024-03-26,14,Happier Than Ever - Billie Eilish
2024-03-26,14,Roslyn - Bon Iver & St. Vincent
2024-03-26,15,First Love / Late Spring - Mitski
2024-03-26,15,Peaches - Justin Bieber
2024-03-26,15,Retrograde - James Blake
2024-03-26,15,Rolling in the Deep - Adele
2024-03-26,16,Motion Sickness - Phoebe Bridgers
2024-03-26,16,Drivers License - Olivia Rodrigo
2024-03-26,16,Bohemian Rhapsody - Queen
2024-03-26,16,Shape of You - Ed Sheeran
2024-03-26,17,Bad Guy - Billie Eilish
2024-03-26,17,Rolling in the Deep - Adele
2024-03-26,17,Sinking Feeling - Weyes Blood
2024-03-26,18,Peaches - Justin Bieber
2024-03-26,18,Kyoto - Phoebe Bridgers
2024-03-26,18,Retrograde - James Blake
2024-03-26,18,Angel - The 1975
2024-03-26,18,Retrograde - James Blake
2024-03-26,18,Levitating - Dua Lipa
2024-03-26,19,Kyoto - Phoebe Bridgers
2024-03-26,19,Roslyn - Bon Iver & St. Vincent
2024-03-26,19,Sinking Feeling - Weyes Blood
2024-03-26,20,Seventeen Going Under - Sam Fender
2024-03-26,20,Bad Guy - Billie Eilish
2024-03-26,20,Happier Than Ever - Billie Eilish
2024-03-26,20,Bohemian Rhapsody - Queen
2024-03-26,20,Rolling in the Deep - Adele
2024-03-26,20,Bad Guy - Billie Eilish
2024-03-26,21,Shape of You - Ed Sheeran
2024-03-26,21,Motion Sickness - Phoebe Bridgers
2024-03-26,21,Mr. Brightside - The Killers
2024-03-26,21,The Less I Know the Better - Tame Impala
2024-03-26,22,Retrograde - James Blake
2024-03-26,22,Retrograde - James Blake
2024-03-26,23,Blinding Lights - The Weeknd
2024-03-26,23,Roslyn - Bon Iver & St. Vincent
2024-03-26,23,Motion Sickness - Phoebe Bridgers
2024-03-27,0,Happier Than Ever - Billie Eilish
2024-03-27,0,Motion Sickness - Phoebe Bridgers
2024-03-27,0,Happier Than Ever - Billie Eilish
2024-03-27,1,Kyoto - Phoebe Bridgers
2024-03-27,1,Mr. Brightside - The Killers
2024-03-27,1,Roslyn - Bon Iver & St. Vincent
2024-03-27,2,Bohemian Rhapsody - Queen
2024-03-27,2,Roslyn - Bon Iver & St. Vincent
2024-03-27,2,Shape of You - Ed Sheeran
2024-03-27,2,Kyoto - Phoebe Bridgers
2024-03-27,2,Kyoto - Phoebe Bridgers
2024-03-27,2,Mr. Brightside - The Killers
2024-03-27,2,Rolling in the Deep - Adele
2024-03-27,2,Motion Sickness - Phoebe Bridgers
2024-03-27,3,Angel - The 1975
2024-03-27,3,Sinking Feeling - Weyes Blood
2024-03-27,4,Bad Guy - Billie Eilish
2024-03-27,4,Rolling in the Deep - Adele
2024-03-27,4,Levitating - Dua Lipa
2024-03-27,4,Angel - The 1975
2024-03-27,4,Happier Than Ever - Billie Eilish
2024-03-27,5,Mr. Brightside - The Killers
2024-03-27,5,Peaches - Justin Bieber
2024-03-27,5,Levitating - Dua Lipa
2024-03-27,5,Roslyn - Bon Iver & St. Vincent
2024-03-27,5,Happier Than Ever - Billie Eilish
2024-03-27,5,Angel - The 1975
2024-03-27,5,Happier Than Ever - Billie Eilish
